technique,fs,at,cv,ng,oa,or1,or2
elapsed_time,-91.7 ± 5.0,48.1 ± 35.6,371.4 ± 49.5,29.6 ± 30.7,-75.8 ± 11.9,-10.8 ± 5.5,-11.0 ± 5.5
