tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
svr_poly_rbf,3513.7152190399015,3437.2615726153876,0.02254405220712443,-0.024520649719726072,-0.027561877522877642,0.20770631821501642,2734.8014100102755,2736.185240575014,0.0007919940660723768,0.688728934267983,0.6749294068704721,-0.014495247874811957,16956
mlp,2743.9203338115403,952.207542827486,1.9537367846361733,0.9178188182795519,0.3690392683745026,-0.5987114747605939,523.7750977316315,1961.0068571248491,3.2024177276733115,0.1261670969235812,0.4814607187055963,3.178072170058666,16956
xgboost,2691.3398715860726,161.88199650643583,22.329192508803672,0.9972572564623805,0.39205712226550915,-0.6067359521714947,40.16946885834643,1800.5467207758477,46.79694106675925,0.01025217988760148,0.4701371764113083,47.72240556147621,16956
ensemble_voting_bg_mlp_gd_xgb,2466.9853532167276,418.8849029075782,5.241501281757371,0.983949948686185,0.49036302290710054,-0.5010923952540371,273.82092957967154,1650.8286111403856,5.4178490439536215,0.0712625030014588,0.4301876498831625,5.332764489711268,16956
adaboost,2827.758974458612,2443.1182587487756,0.16092430925665813,0.48179374838825584,0.3342344319820674,-0.29765387917065167,1887.4977693267538,2037.2218114979448,0.08170122921677066,0.5461973118838497,0.5553723282368568,0.029833656751477623,16956
random_forest,2510.4735048348507,1126.2009758564723,1.2500420453978995,0.8897041676409296,0.4737740155846768,-0.4662482613155291,834.8660205691662,1687.3094630515043,1.0339994176308256,0.25863646591387696,0.4502933048393533,0.785383212612402,16956
ridge,3115.2762528950084,167.37918855198762,22.71932700456443,0.9971426527420283,0.1827791949228227,-0.8167685022360699,30.278984365751665,2261.2223850102987,77.57308819989193,0.006988323898228866,0.517035411586808,77.12613804483624,16956
gradient_boosting,2614.005052625319,202.49633227405658,14.696168942496962,0.9960025383356225,0.4252820055941832,-0.5727973313620577,107.7087667235487,1667.5740221518395,15.829134455181139,0.03279091013688628,0.4231417289497553,13.11752912470286,16956
elastic_net,2699.816755388771,1471.4201170808228,0.8376150520819206,0.8121905844293231,0.39052898354998933,-0.5185637472947523,1106.8576485897897,1972.8589319603336,0.7841945964169234,0.28359096164750053,0.49264242707883177,0.7472606105067051,16956
bagging,2482.1470282248215,888.5802040839528,1.8148243118921272,0.9313952223800506,0.4852679585428703,-0.47847549691448155,593.0494354916879,1632.45722035461,1.7634772230266484,0.15936552424181918,0.43012655634231445,1.7484695454330772,16956
decision_tree,3121.7976564335236,1128.0547854393603,1.8217184765653687,0.8889048112623457,0.17782490100753318,-0.7953474336915564,706.8223174017171,2004.4474198064713,1.8919281957690885,0.25204957792300636,0.507860976792913,1.0679780771672849,16956
svr_poly_rbf,3522.701488498898,3460.4730571053587,0.019690475950775155,-0.03720656951362322,-0.04149636660782781,0.27347536372185266,2733.5937758065975,2733.8940868222608,0.0019397187455792997,0.6794089053410812,0.6585484156575913,-0.02439945205655645,16956
mlp,2646.967955176938,1509.3885889209346,0.9477705002124365,0.7598823904696743,0.40887815583970744,-0.4466120129591674,1007.6865681357161,1954.035449416528,1.419332332438001,0.2538480916796313,0.4828458647523485,1.5412516924680904,16956
xgboost,2616.749014291375,200.6423852736177,13.92658335413653,0.9963264103054094,0.42323827926852536,-0.5751744968669901,48.744041452983424,1734.369293005111,36.55602113830173,0.012211191718247602,0.44924402236660177,37.61228490389645,16956
ensemble_voting_bg_mlp_gd_xgb,2411.4937055035093,456.91588139583,4.371335310495328,0.9815745357282475,0.5118291717990321,-0.47866463478860766,293.5487573022166,1615.2139239261257,4.734744152707478,0.07801589028014186,0.42691796124336845,4.741785721558495,16956
adaboost,2828.8087998829687,2462.0987395493416,0.15200830822234293,0.4750311156671437,0.32663012557694754,-0.3132581129308337,1903.4319097239943,2058.86007984715,0.0833308625878744,0.5557660887898594,0.5613610961377079,0.011652968126109919,16956
random_forest,2491.7698850117913,1172.2074198952814,1.1315916701435706,0.8809346849616675,0.47783439326672006,-0.4574412147137859,865.2941359257868,1676.837568465445,0.9429509511576721,0.27326847207825083,0.45175931715303275,0.6745548826588695,16956
ridge,3109.120836176501,202.70672345427877,15.873819069970313,0.9962837094698263,0.16959689349725962,-0.8298071556229123,33.65057393941347,2247.0526449802364,67.64452547071261,0.007800403909174093,0.5505603217738795,72.8558944466979,16956
gradient_boosting,2601.3858611863243,233.88900245652584,10.81812003799093,0.9951260896850727,0.4244946546192643,-0.5734634279092755,111.96150518791126,1627.2138576534257,13.707760468164135,0.03386981433473714,0.4359278164053352,11.940110471565996,16956
elastic_net,2709.594765068199,1488.0705852033057,0.8234899493182122,0.8081384928503809,0.3823502788980302,-0.526824136572506,1120.0285131914738,2008.548140745049,0.795591696778041,0.28845810510778314,0.5067661217109537,0.7651072628822468,16956
bagging,2462.6784143927534,905.4828654475117,1.7287046174422822,0.9289937237270006,0.49078325952239765,-0.4716745778020111,592.5323248915187,1628.0484030496452,1.7505575758657828,0.16022310265685685,0.43149318505929235,1.706705525100875,16956
decision_tree,3151.4020831669905,1146.5566668045703,1.7554658593060737,0.8856931070939824,0.14308874945425207,-0.8367428010832347,707.7644325339417,1884.7205084811478,1.6774199104596506,0.2615728640495766,0.5082068374286234,0.9568375935707442,16956
svr_poly_rbf,3534.1002412206317,3452.0801732348496,0.024461055430315425,-0.03731109202176741,-0.04176590818644073,0.264600268723848,2729.3349800939764,2734.3318375853023,0.0029140444111976915,0.6831393546024381,0.6580678559933804,-0.03018043456224966,16956
