tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
gradient_boosting,2519.924748059407,213.38815558364067,11.826908655399695,0.9960405943812081,0.4688197471555138,-0.5293043226220555,112.79337324568728,1589.5015595417722,13.422051541544793,0.03284111571019645,0.4060198808667564,11.375397863182362,16956
elastic_net,2667.3015231539694,1512.6897991917192,0.7686772666225954,0.8100256270045361,0.4052898938064514,-0.4994236661232351,1135.749971770565,1974.284885299853,0.741499632484459,0.2890943450085871,0.4924724440103129,0.7043647854506162,16956
mlp,2603.0252008752973,877.6530691923342,2.059910960558485,0.9342760950255746,0.433491533527807,-0.5363070859215764,447.7716938067236,1887.3241549842126,3.422394883140479,0.10178534195247542,0.4703217650642437,3.76973850190882,16956
random_forest,2451.005285225841,1281.5305789611493,0.9225529068590566,0.8635806733688322,0.49745923800665287,-0.4235266877001142,940.6666974146335,1685.659822864946,0.7968743979970259,0.2919841340644592,0.4512807811003852,0.5475125340846365,16956
xgboost,2523.653367961932,177.77498746439193,15.412925122814158,0.9971542766914092,0.46596426673954366,-0.5326690624115263,50.97111728846773,1699.7261612782581,32.894373183635864,0.012694267320490787,0.45019081155107205,34.78946445065809,16956
decision_tree,3140.1259834075354,1326.568898271606,1.374662307526228,0.8532599470414688,0.16691690753579197,-0.8050953513799868,875.2472145764392,2025.386842445299,1.3230794816039786,0.3014779779529054,0.4959039461586661,0.6471707898216473,16956
ridge,2989.1008380936773,178.88239134587485,17.682682331914577,0.9971438285356496,0.2501920956574254,-0.7491290881427802,32.23146800194793,2210.097175538776,69.02047583130604,0.0073394174532818825,0.5198384381959622,70.53805169362454,16956
bagging,2463.6737321266787,946.6725098743436,1.6091202030507616,0.9255689139461394,0.4920546732688808,-0.46845906210613475,614.7871386144883,1626.2553521276593,1.6465409844990855,0.15874363593771834,0.423626084361862,1.6717787073383126,16956
adaboost,2846.0344077874634,2550.1147752443694,0.1197751323522784,0.4600816764494491,0.3220874247667811,-0.29691195484930377,1976.112418843244,2109.0051826845547,0.07149766192353904,0.5637319174864006,0.5798497028841219,0.029532583099488786,16956
ensemble_voting_bg_mlp_gd_xgb,2375.186193176971,521.9728544857437,4.105827332178437,0.9747522696977136,0.5281350194883581,-0.45786454696358614,344.9387351529349,1605.1039619703922,4.3121582221846175,0.08724758605929456,0.4202841315251759,4.512094240371746,16956
svr_poly_rbf,3501.3075034771878,3499.608606293778,0.0019327808575315241,-0.016861769943736206,-0.024561086789462516,0.12865935287801045,2757.5593088406413,2769.276424143432,0.005769531121073745,0.6945576779016989,0.696595035348302,0.003596251714909138,16956
gradient_boosting,2563.1949279897635,221.70230321500426,11.07201790804049,0.9957636115178584,0.447400821166383,-0.5507157107604268,121.95224812981166,1653.2390477185395,12.65358934704112,0.03592195857611979,0.4295723532270041,11.12799807051373,16956
elastic_net,2635.927223445243,1514.2689522311177,0.7420554056868488,0.809533895538127,0.4142026396544141,-0.48816480753675595,1133.2281217084287,1969.5796359985648,0.739105675878965,0.2881184958561315,0.4966117034749592,0.7287513198750724,16956
mlp,2608.9279371237712,1032.6843270143654,1.5312380794983134,0.9112284816425085,0.4266681133044813,-0.5317725719391797,553.2241239486395,1888.794395799037,2.6457602749331297,0.1370158358670281,0.4886871318051189,2.8018262466241817,16956
random_forest,2479.1834351269113,1266.729515380118,0.9668382061510439,0.8666313210757071,0.4831197376917927,-0.4420719828083395,933.9836513593298,1697.38618950315,0.824269867636486,0.2877243389606218,0.45484509959389713,0.5948828878097967,16956
