metric,Adaboost,Bagging,Decision Tree,Elastic Net,Ensemble Voting,Gradient Boosting,Neural Network,Random Forest,Ridge,SVM RBF,XGBoosting
r2_test,0.4593329284400422,0.7062979670514861,0.5017218950567228,0.5424070047770523,0.742489834651969,0.6959095890183461,0.6407133697268134,0.7074783568690058,0.4802202469931464,-0.06296200350451821,0.704637411351958
rmse_test,2538.9415245619784,1867.9826271963882,2424.1922864325034,2337.3087549311986,1750.591758298327,1903.0978221572584,2061.242296127735,1864.198411424653,2476.6053769024047,3564.502800201788,1870.7922274541081
mae_test,1915.7079478714495,895.2187420938196,897.8938421276596,1592.692338286405,912.024438349128,1101.924680891725,1218.0385241269576,894.0942810666668,1742.1405474356736,2723.2681105401334,929.8080023226231
