metric,Adaboost,Bagging,Decision Tree,Elastic Net,Ensemble Voting,Gradient Boosting,Neural Network,Random Forest,Ridge,SVM RBF,XGBoosting
r2_test,0.43459870801434797,0.7442734078812598,0.5733526155149381,0.5073949306399796,0.7579986813345913,0.7103066240616553,0.47590483152344915,0.7286058123996785,0.5046012802828159,-0.01798400044189807,0.727441137995196
rmse_test,2549.392012320367,1708.0395646316188,2197.3162516728416,2377.2796069269166,1664.360796474626,1818.2021038874498,2450.018861281301,1760.4273946903988,2379.943619472713,3418.168132033547,1766.565337194742
mae_test,1922.5551835459485,839.4930994569403,901.0897349578072,1742.9771768987114,965.4014048171738,800.1665402014239,1777.4390838297013,878.517811523433,1734.0213289284684,2775.840501257657,832.5974573299325
