tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
elastic_net,2924.942870331331,2391.1679579434644,0.22322769532548525,0.4832364741479972,0.2934835897369109,-0.3926708652231663,1791.2670896528186,2166.794741066118,0.2096435833508692,0.4783563094695088,0.580434639623327,0.2133939244305605,500
xgboost,2817.496150495308,235.4301840797011,10.967438081522674,0.9949904816448741,0.34443744295896206,-0.6538284040772396,68.33306467631864,1899.812128594581,26.802238017475833,0.01689978430270022,0.5101518160144091,29.18688326885319,500
bagging,2502.220453037693,872.0557633803744,1.8693353775202004,0.9312678069595811,0.48294276766756494,-0.4814136556010836,564.205024260355,1631.8485671732521,1.8922971207364294,0.1488808119631011,0.44079825325946964,1.9607458976561594,500
random_forest,2502.533344913595,1177.1650850659557,1.125898377943634,0.8747590271247818,0.4828134480288332,-0.4480611996474302,856.7101365528989,1679.9602883814084,0.9609436339121413,0.2688078649282471,0.45808593472205356,0.7041388831548157,500
mlp,2833.9585025602555,2470.234216092088,0.14724283393806248,0.44849690524718655,0.33675428768277293,-0.24914913850481823,1771.9673805093219,2000.1470457368912,0.1287719332406576,0.48005491727043104,0.5408150781009596,0.12656918749214752,500
decision_tree,3044.4425438561448,1195.926400786433,1.5456771770019793,0.870735105984435,0.23457429590518353,-0.7306020002030598,758.722705116945,1884.4170807607381,1.4836703423423785,0.2697939618782241,0.5208816821760359,0.9306647137312303,500
adaboost,2854.2930087800296,2434.1655001035656,0.17259611503761318,0.4644846876430746,0.32720216482418063,-0.2955587696884131,1875.760226612664,2140.205624860671,0.14098038464412643,0.556308627062234,0.6082645687991124,0.09339409674670751,500
svr_poly_rbf,3542.1525807506587,3362.937816430098,0.05329113236794991,-0.022137593610198625,-0.03614851152959253,0.632901577565286,2674.7412828170122,2818.7143515953303,0.05382691391620753,0.6815700324441989,0.6978519845065817,0.02388889077765577,500
ridge,3716.4248967597273,1521.3367135048045,1.442868080267354,0.7908189301923494,-0.1406126910273593,-1.1778064303457663,1158.4523062316066,2629.9270672408716,1.2702074596371657,0.28931529589757343,0.6647506620649394,1.2976685695189847,500
gradient_boosting,2536.2729811957806,317.1323393674426,6.997522379000112,0.9909102330163839,0.4687738219810099,-0.5269260460112142,182.10833412659935,1709.9108562024367,8.38952555028991,0.05658449032446512,0.46577393789708477,7.231477127853543,500
ensemble_voting_bg_mlp_gd_xgb,2536.290480015639,755.4562767006558,2.357296190710751,0.9484189289686964,0.4687664916476191,-0.5057389964186478,535.0292146021715,1727.4084809468557,2.2286245943248066,0.14696841838630004,0.470078806139645,2.1985021768694786,500
elastic_net,2488.2026327115946,2528.485118892981,-0.01593147053957067,0.4558205995184563,0.3917864060019367,-0.14048113135774776,1878.7283765961101,1875.7677843729973,-0.0015758489944548426,0.5226019380689144,0.40880973743116994,-0.2177416353606001,500
xgboost,2181.9015932188317,222.78833784130285,8.793607755056952,0.995775199551344,0.5323133739736955,-0.46542816670516163,69.50133797007905,1617.3969129197142,22.27145002037253,0.01840605789699319,0.3283063928529678,16.836866247530377,500
bagging,2055.98239655773,971.4523693759371,1.1164006197015066,0.9196724876460295,0.5847368290221472,-0.36419014716986386,595.5339044378699,1439.589880851064,1.417309694919732,0.16494987648318576,0.2902160175052925,0.7594194290583529,500
random_forest,2002.2107780842564,1273.0005930036925,0.5728278439839256,0.8620637211218362,0.6061741473425484,-0.2968337113714622,930.8985217975054,1448.2253490631913,0.5557284872112171,0.3044568734222919,0.29864865582408495,-0.019077308168210516,500
mlp,2530.483676476456,2201.8795855314775,0.14923799335087695,0.5873247492793278,0.3709405188105962,-0.36842348416994886,1606.1667198921318,1887.901489548757,0.1754081728673509,0.4599152360929686,0.4221453951091184,-0.08212348280676496,500
decision_tree,2534.485761070828,1417.6230078692663,0.7878418641640439,0.8289422323048723,0.3689491682272107,-0.5549157060060166,874.2775654251044,1559.9035112960137,0.7842199925804272,0.3406584079924658,0.34490836007338427,0.01247569994224973,500
adaboost,2506.594001372996,2582.0404201106603,-0.029219689262041437,0.4325241722370432,0.38276204432412875,-0.11505051302807301,1982.526035716733,1920.66392933549,-0.031203679178356092,0.6049934087517914,0.43557042663869067,-0.28004103790593415,500
svr_poly_rbf,3261.5078640804504,3491.610582288758,-0.06590159835564335,-0.037702578846903645,-0.04501251657425187,0.19388428990577022,2776.5239750687806,2505.2044792466704,-0.09771912587766829,0.708192459123647,0.5094123123546568,-0.2806866187405762,500
ridge,3265.3502798956924,1585.8191755618989,1.0590937038825312,0.7859433995579432,-0.047476246887989015,-1.0604066996614416,1215.5828962360927,2290.307199072599,0.8841225935016541,0.3027911817968319,0.4862419838140786,0.6058657353513661,500
gradient_boosting,2069.5365682051256,311.1607074447175,5.651021541891856,0.9917587935396245,0.5792434925446771,-0.4159431745723824,188.5825307327292,1439.4878874267547,6.633198482561918,0.060091041501751284,0.2996251735258844,3.986187059466296,500
