tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
bagging,2436.0813975502815,951.7586815848139,1.5819431426285633,0.924792006584914,0.5055409182035518,-0.45302776885290424,609.5225035511651,1590.5171490070925,1.6228421265441217,0.15897769822227587,0.4176893545796724,1.6388933863577049,500
ensemble_voting_bg_mlp_gd_xgb,2466.207944577537,785.5137454413734,2.171930070687995,0.9485184204181916,0.4931389448691534,-0.4797913986314709,556.1944805069054,1647.722442405698,1.983461756403512,0.14226170004195826,0.4255298964257716,1.9898595703095936,500
svr_poly_rbf,3509.3696993630338,3511.371498662165,0.0008339897248627936,-0.023974688183410243,-0.03140693757624784,-0.12062702730403885,2754.2189567617415,2749.167536855794,-0.0008413068414685032,0.6846293588717609,0.6849698662400632,0.0004849115913385216,500
gradient_boosting,2611.7306182975676,278.55376715717415,9.366282692232744,0.993253248752727,0.43105554372378857,-0.5658378496069343,172.51804443189232,1665.064355027464,9.626982999714944,0.05288068100170029,0.4274081601784359,7.905105166361854,500
decision_tree,3169.5466041844566,1355.8639207718486,1.3650309509363638,0.8473308579282671,0.159369497908138,-0.8104236345045039,846.6281214735434,2034.5631196547715,1.4191706992163944,0.2929455211069541,0.5161211578186263,0.7857874968875171,500
elastic_net,2787.6148713002153,2516.3080744925564,0.11138711518777127,0.47437280857100106,0.3503145471156035,-0.26034685981780603,1860.2588781877105,2064.9336666497293,0.1115367395816655,0.4872702767046639,0.5369856953931521,0.10519139223399883,500
random_forest,2460.991694573536,1317.5472641223885,0.8874254253047574,0.8558615978132998,0.49570900471175783,-0.4197540617104769,949.5832193091204,1665.2046095736969,0.769087498259431,0.2919800896117114,0.44205717414954193,0.5250571731762036,500
adaboost,2853.2087528114757,2605.967719520908,0.09991715555291569,0.4362552159408959,0.318825655568035,-0.2669718602206438,2024.4083299901954,2139.9472475146767,0.06114044359833788,0.582299753236091,0.596494833272194,0.027963570479219844,500
mlp,2787.377359908415,2482.317801095971,0.15774149521435937,0.4815649938893782,0.34994037075923695,-0.226152456799081,1804.4485519083198,2036.0735197696158,0.1530306227103891,0.4797277439539155,0.5303575626329936,0.1205669408020094,500
ridge,3208.6690549459454,1609.4593182605054,0.997412616625506,0.7846404752387934,0.1284178196059846,-0.835460772167569,1192.3518145604717,2393.8818907980412,1.0088513634194425,0.29090069960027515,0.5832373901114494,1.0049345822278828,500
xgboost,2670.0747377295943,187.45046026837363,14.92775829706984,0.996810365802728,0.40529549475982013,-0.593387203297886,59.84566035623753,1762.0367410083527,30.441940201242357,0.015299458814967307,0.4509879854679032,30.62591874576693,500
bagging,2498.5186503953882,962.1857332984175,1.6217305516558718,0.9230449036569283,0.47334065492238714,-0.4867772793336358,622.1120117730496,1632.4414616312056,1.6352916117151466,0.16373131277405392,0.42261290138691987,1.5882196889184916,500
ensemble_voting_bg_mlp_gd_xgb,2442.800638405045,817.8581005947283,2.020716999552363,0.9439938484319683,0.4966438725047654,-0.47346462682251145,580.3600480187506,1630.4668323346002,1.8292210797774195,0.15643338708461527,0.42198540940251067,1.7536177390894667,500
svr_poly_rbf,3507.5486350203914,3504.393321672559,0.0035171042302221123,-0.020534719559650805,-0.03884464538538448,0.6948142513025115,2752.9421155364826,2759.2408760891,0.004890455342341049,0.6866508979026571,0.6892558183341273,0.004334972691407391,500
gradient_boosting,2588.070879678896,273.53520127861805,8.730634374274839,0.9937260631420612,0.42956670421559384,-0.5677506671618524,155.3970850403792,1620.9779515078678,9.589448274680148,0.046962730552537996,0.40337082256697887,7.735925126612116,500
decision_tree,3215.149329774699,1416.6910851769585,1.3143324874212958,0.8319947127316952,0.10600583906385805,-0.8796389712263254,860.1957077575146,1985.1524194023318,1.3273922295329665,0.29873344259374546,0.5095751278197459,0.7188846083938916,500
elastic_net,2755.249659881194,2520.448466277174,0.098709084238955,0.4720528565505145,0.35583731197154933,-0.23828250389426361,1865.0971774560408,2042.7527709174992,0.0982882097963349,0.4892077645876203,0.5309782492444569,0.09025385422738859,500
random_forest,2511.0174529001874,1315.5560734137298,0.939447593003705,0.8559567954868108,0.46800380071175507,-0.45148035298686306,942.0911007646955,1692.0943520670444,0.8147299170259528,0.2882570166050442,0.44998685965029317,0.5747673391388101,500
adaboost,2883.028645478425,2620.5348893390124,0.10677426376398587,0.4292008402197306,0.2904011247672734,-0.31647970961565874,2044.4690704614216,2166.418271372824,0.064301637856284,0.5875753892677075,0.6031029718140931,0.032823129694049144,500
mlp,2665.7504286206904,2378.075667716027,0.15257145896944385,0.526161337361543,0.3927468990759169,-0.23056371791788938,1692.692501819632,1923.4429528453984,0.1557746250033034,0.43708949536769703,0.5003306072438942,0.14703575011899245,500
ridge,3164.9476215106683,1608.057208065696,0.9830194797797404,0.7848270015332071,0.13860436925626485,-0.8204291506095321,1191.8760468462704,2365.972356594205,0.9949305761346772,0.292261314830449,0.5670836147947578,0.948609173327079,500
xgboost,2614.3605545675427,209.04946357825511,14.022783236705141,0.9961186248146525,0.42416547043764774,-0.5742260285227465,71.84842126432378,1737.2613916794794,23.919651872480678,0.018321258623304804,0.4283392672967821,22.84592861661505,500
bagging,2449.316569876898,948.9628055139465,1.6057155057413752,0.9251439145389286,0.49002252298251747,-0.46949946474216253,607.0700999772037,1623.5914036879435,1.690043319453269,0.15760724310368732,0.42839864257309107,1.7182415487048073,500
