tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
bagging,2477.240136241134,1111.279260355168,1.2291787713642757,0.8952781389144441,0.39555135283760834,-0.5581804853213236,747.0067489151874,1844.000085490196,1.4685186421248217,0.194801378696183,0.6379680073664373,2.2749665923126132,500
ensemble_voting_bg_mlp_gd_xgb,2563.809171185729,858.9575439266035,1.9847914944266467,0.9374345849641258,0.3525673639063208,-0.6239019025313505,652.7204314024823,2000.7383392680717,2.0652301399071282,0.17545396803117122,0.6359742758623256,2.6247357811214513,500
svr_poly_rbf,3206.4274842698323,3485.7078337679036,-0.08012156004371163,-0.03032182198685529,-0.012665557645316516,-0.5822956268654595,2725.863950173737,2744.2787487543146,0.0067555824198062275,0.65895266608387,0.8076968825756139,0.22572822624077826,500
gradient_boosting,2566.6070145456824,2074.8516132213113,0.23700750366475432,0.6349393532517229,0.35115352741159267,-0.4469494990139993,1605.4001258399428,2111.4362332698265,0.31520871294632946,0.43475993185894146,0.6630822783233616,0.5251687879519213,500
decision_tree,3310.2676701453333,83.8249796834745,38.490229316428085,0.9994041487607178,-0.07931799826192432,-1.0793652881672346,7.396449704142012,2131.1879999999996,287.13661759999997,0.0013466768274460585,0.6410809045444223,475.0465848070004,500
elastic_net,2779.611632076034,2898.374602111069,-0.04097571443958026,0.2876392801861388,0.2389881224220457,-0.169139478212467,2225.9809330935223,2350.651674393711,0.05600710205856507,0.5890068353914172,0.7721715819185376,0.31097219169859147,500
random_forest,2522.4508121261247,1081.5948067950535,1.332158768033076,0.9007980703543031,0.3732871395657468,-0.5856039751296037,742.5284605522683,1878.4072250980391,1.529744413703606,0.19173327663459555,0.6450881824648476,2.364508205293199,500
adaboost,2934.2501836334964,2913.8822114598524,0.006989977869915176,0.27999598591073194,0.15195777833293334,-0.4572858684431984,2442.0553036254937,2541.570700544934,0.04075067291543277,0.6803459996987187,0.8536020402141573,0.2546587186404603,500
mlp,3357.3281488472667,376.1577140093751,7.925320480769379,0.9880013916331399,-0.11022442525386644,-1.11156302631484,269.7141015053852,2534.7483446919396,8.39790812028169,0.05208341481191581,0.6962627619064664,12.368224115504294,500
ridge,3481.257535661966,1962.3166231737573,0.7740549585884595,0.6734654807704892,-0.19370083995783194,-1.2876180672782596,1466.6203665365895,2686.095330708036,0.83148645143339,0.3615822465053158,0.7761881025531593,1.1466432880900532,500
xgboost,2575.605590433204,394.3506925113989,5.531256669109957,0.9868126920210559,0.346595814072884,-0.64877243992167,274.6831841679861,1965.863134765625,6.156838307085358,0.07440068559159023,0.61142866057396,7.21805142939532,500
bagging,2581.8874721990637,1114.429076268729,1.3167804279152509,0.8924204559945399,0.4039488988440928,-0.5473558498903747,757.7025193293886,1832.8920564705882,1.4190127519871596,0.20043460259569015,0.49962640304679756,1.4927153125083241,500
ensemble_voting_bg_mlp_gd_xgb,2557.8582137842714,830.6574026883584,2.079317905921215,0.9402320019206636,0.4149919954834115,-0.5586280889868835,627.5522585154163,1981.2501052001342,2.157107760056708,0.17363349432489703,0.5423214933730959,2.1233691142466014,500
svr_poly_rbf,3357.2555337250133,3410.7422427153124,-0.015681838492643818,-0.007679979190689412,-0.007807696810608,0.016629943486490495,2740.998313715295,2713.6615700405787,-0.009973280004562435,0.7219412574364565,0.710614885001491,-0.01568877289986781,500
gradient_boosting,2698.6107042296553,1980.730397455123,0.3624321147879981,0.660159164320852,0.3488375455353895,-0.47158569570982023,1528.9406678121418,2085.039431814985,0.36371507129743663,0.4248045559784456,0.5619083669758044,0.3227456228231116,500
