tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
svr_poly_rbf,3477.816899260175,3474.3492759109176,0.0016853179074892255,-0.03799374892591571,-0.05268615104685217,0.30724294334602,2712.954750246202,2719.475262582544,0.0035578187532517846,0.6725986755184887,0.6750784142865199,0.003170880034442902,25052
mlp,2301.8492362093884,870.5909209907628,1.6643295729962673,0.9339899063390004,0.5373856981161469,-0.4246031607367239,487.2339161231738,1618.0233447504463,2.730821087439346,0.12181393299747612,0.39195055789925176,2.7889297450138146,25052
xgboost,1819.5617621101596,166.5158475248387,13.004805855834627,0.9971608325813015,0.7088482519553734,-0.2891623868136227,23.152503317785374,936.7893489857245,44.526593961264965,0.005567207677937251,0.23303467957166543,47.125682648499385,25052
ensemble_voting_bg_mlp_gd_xgb,1717.989254428944,347.83748246087157,4.097319405114794,0.9893218254485612,0.742414331051941,-0.24957013395273514,197.33454153277097,988.1967415228592,4.321827238472304,0.05174210093399614,0.25726452207406697,4.212322527023255,25052
adaboost,2377.161070175741,2094.819924003791,0.13658616638072915,0.6228447420284826,0.5066407832653597,-0.1864646113375486,1660.3400361966687,1809.4687125115313,0.09081445477827103,0.49132493484264617,0.5158388567046799,0.05075409176234624,25052
random_forest,1794.1155169042243,879.146914016085,1.0666400028822471,0.9332472514037489,0.7184682151291595,-0.22971522002839206,522.1606933171626,1027.8986804117249,0.9861887581053356,0.15557915699099856,0.27672388956087773,0.7887015939063955,25052
ridge,2383.9066459898377,174.82059822260652,15.402630967964829,0.9969612202637652,0.5069437809786661,-0.49154691946895007,22.199776343182766,1703.0190599733123,85.11708455121338,0.005226134111183007,0.4378685928018388,94.84439598815837,25052
gradient_boosting,1840.8809745639799,180.73297943859407,11.17754698575288,0.9967851146158445,0.7030420045911099,-0.29471950663591884,60.25138348868408,884.1840191065281,14.51721793643604,0.016386141236940783,0.22663146964169326,13.538653785416255,25052
elastic_net,2297.1467642899456,1020.1788489582684,1.257481123633792,0.9105506443091574,0.541325901812859,-0.40549254360486675,738.1459001868403,1691.4399917484473,1.294312992843728,0.197414398680568,0.44307143096593415,1.2447928283153575,25052
bagging,1725.961840864396,691.3857282611355,1.511963080451749,0.9587790840230774,0.7406682935204524,-0.22741849773738912,365.2577707478463,925.735089637313,1.548520425402896,0.09661859381160934,0.24019862272770034,1.4907839271361205,25052
decision_tree,2210.053800313433,884.6082340643374,1.5158447771134171,0.9326268864971272,0.5735965552979989,-0.3850635570780788,335.4844663325133,1002.6963363227538,2.029415169785071,0.1096705502714782,0.2423753518502593,1.3085464945363252,25052
svr_poly_rbf,3472.622768086316,3471.8566464161004,0.00024686606151902435,-0.0354731845289177,-0.03892903944931856,0.19144984583353342,2716.602055236653,2710.751887684776,-0.0016133297953048408,0.6755815687299216,0.6760319891011133,0.002241642146526668,25052
mlp,2251.3770859560104,849.9749571828443,1.6995734572775896,0.9366396506890057,0.559939028314798,-0.4021832230902138,489.60467470354376,1594.3983456528235,2.442488493138038,0.12474794639750283,0.4046517841671074,2.340225267719535,25052
xgboost,1878.2492466083834,164.8394420582598,16.33848364453617,0.9971985994163756,0.6927166214369799,-0.305419815813487,22.51662372941964,944.3993153324733,47.51757224533587,0.005401566493510279,0.24770850399622163,55.46669992747157,25052
ensemble_voting_bg_mlp_gd_xgb,1725.9444821968439,349.23038796223136,3.9734917630356534,0.98945721887488,0.7412423643164112,-0.2508961986404243,196.6986866882396,991.9004257117995,4.110637110071849,0.05137122069584976,0.26315181908879315,4.307028932967733,25052
adaboost,2385.03883526438,2093.652270045005,0.14019318897959893,0.6232024356652544,0.5078051433199502,-0.18256582281347708,1648.5748333706774,1802.7058338725742,0.09462674601091763,0.4869005135925984,0.5129160954241472,0.05673323202127865,25052
random_forest,1807.9477380066558,881.3440506436036,1.0555508886253038,0.9331946631345392,0.7149698738711798,-0.2336052153167844,521.6255552099366,1015.3242619679622,0.9501628848435161,0.15184081142738787,0.2693705526044254,0.7842832418263412,25052
ridge,2325.469762608198,170.95222445660605,19.939449222589637,0.9970155215640094,0.5208301090251218,-0.47773657405265124,22.424831537258267,1666.1206986097284,88.76478170337109,0.00529863459790874,0.416691808931858,100.87477114761322,25052
gradient_boosting,1877.7535759702575,180.4161084227287,12.069061064886393,0.9968142031873537,0.6917264039672812,-0.3061605958125352,60.36233881425717,908.8972837933358,14.687297583519605,0.016334171024639826,0.23830252102020394,14.358634659355028,25052
elastic_net,2202.945550197902,1025.0397797782784,1.150959505353313,0.9097325596844292,0.5797655649877937,-0.36254715121232467,744.4738875247888,1636.417991915778,1.1999948646635257,0.1994164710782447,0.43434217303821754,1.1817086065983593,25052
bagging,1767.3610342138643,707.4551898873071,1.4983619455845762,0.9569838659093215,0.7284998941229788,-0.23873030059320527,369.92053105080885,932.7053155233785,1.5217663552889356,0.09539151801604383,0.24490987177252127,1.5907402472271577,25052
decision_tree,2343.370937167517,901.6660518583021,1.6038772440914684,0.9299678342096623,0.5126365061263586,-0.4488579906429293,335.370538646916,1030.9969701264931,2.0977590920900284,0.10558675454209125,0.2551409177686739,1.4958055793095149,25052
svr_poly_rbf,3454.662652749633,3455.3405073403533,0.000263756922813263,-0.02549538230538384,-0.029095608540460737,0.2200594167557294,2719.5814272953057,2720.0006607316163,0.000757828029288854,0.6859010752671505,0.686394653282758,0.0032934830554593787,25052
